,file_name,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,duration,emotion
31260,./data/happiness/DE-wav/16a01Fc.wav,47.761,-1.823,-0.642,-1.17,-0.368,0.348,1.148,1.181,0.77,0.068,-0.476,0.398,0.414,2.096,happiness
31261,./data/happiness/DE-wav/13a07Fd.wav,46.82,0.009,-1.32,-1.653,-0.956,-0.081,0.423,0.981,1.0,0.4,-0.605,-0.433,0.035,2.013,happiness
31265,./data/happiness/DE-wav/15a05Fb.wav,47.763,0.341,-0.328,-1.642,-0.853,-0.171,-0.097,0.31,0.372,0.854,0.441,0.217,0.008,2.696,happiness
31284,./data/happiness/DE-wav/09a01Fa.wav,46.973,-3.19,-1.235,-1.457,-0.134,0.165,0.85,1.076,0.713,-0.144,-0.292,0.229,-0.037,1.831,happiness
31286,./data/happiness/DE-wav/03a07Fb.wav,50.136,0.18,-0.893,-2.079,-1.442,-0.832,-0.113,0.203,0.73,0.97,0.451,0.191,0.1,2.45,happiness
31308,./data/happiness/DE-wav/10a02Fa.wav,48.448,0.405,0.334,-1.521,-0.576,0.211,-0.148,-0.045,0.468,0.959,0.652,0.188,-0.131,1.524,happiness
31339,./data/happiness/DE-wav/16b03Fa.wav,44.542,-2.63,-1.224,-1.623,-1.024,-0.24,0.342,0.965,0.702,0.243,-0.096,0.349,-0.094,3.866,happiness
31376,./data/happiness/DE-wav/08a07Fd.wav,49.078,1.022,-0.477,-1.662,-0.395,0.004,0.292,0.652,0.523,0.654,0.333,0.431,0.185,1.963,happiness
31401,./data/happiness/DE-wav/08b02Ff.wav,48.494,-0.117,-1.228,-1.023,-0.507,0.412,0.965,0.686,0.151,-0.236,0.11,0.413,0.099,2.771,happiness
31408,./data/happiness/DE-wav/15a01Fb.wav,47.33,-1.067,-0.458,-1.174,-0.832,0.051,-0.424,-0.071,-0.179,0.158,0.132,0.197,0.195,1.627,happiness
31445,./data/happiness/DE-wav/14b01Fc.wav,44.608,-0.181,-0.904,-2.087,-0.531,-0.083,0.84,0.643,0.415,0.405,0.441,0.013,-0.125,2.541,happiness
31447,./data/happiness/DE-wav/11b02Fd.wav,46.196,0.803,-0.425,-0.598,-0.749,-0.884,-0.39,-0.069,-0.357,-0.075,-0.041,0.014,0.038,3.115,happiness
31458,./data/happiness/DE-wav/03a02Fc.wav,48.169,0.069,-0.496,-1.415,-1.16,-0.438,-0.144,0.307,0.657,0.644,0.306,0.005,0.119,2.006,happiness
31463,./data/happiness/DE-wav/08b01Fd.wav,49.797,1.823,0.176,-2.011,-0.436,-0.459,-0.115,-0.268,0.514,0.793,0.504,0.456,0.238,2.482,happiness
31476,./data/happiness/DE-wav/13b02Fb.wav,48.991,0.915,-0.81,-1.216,-0.864,-0.157,-0.178,0.139,0.038,0.267,-0.082,0.53,0.383,3.442,happiness
31485,./data/happiness/DE-wav/14b02Fb.wav,47.817,-1.244,-1.2,-1.352,-0.818,0.052,0.493,0.567,0.433,0.386,-0.055,0.149,0.021,2.837,happiness
31486,./data/happiness/DE-wav/08a05Fe.wav,49.114,0.8,-0.428,-1.292,-0.352,-0.105,0.235,0.706,1.199,1.273,0.162,-0.354,-0.392,3.099,happiness
31513,./data/happiness/DE-wav/09b03Fa.wav,46.626,-2.386,-1.076,-1.494,-0.596,0.393,0.909,1.212,1.022,0.001,-0.449,0.091,-0.069,3.142,happiness
31514,./data/happiness/DE-wav/13a02Fa.wav,48.076,-0.352,-0.822,-1.466,-0.782,0.358,0.461,0.852,0.797,0.206,-0.389,0.073,0.083,2.075,happiness
31516,./data/happiness/DE-wav/16a05Fc.wav,45.241,-1.929,-1.428,-1.855,-0.595,-0.39,0.741,0.814,1.072,0.585,-0.205,-0.393,0.039,3.612,happiness
31558,./data/happiness/DE-wav/16b02Fd.wav,48.388,-2.364,-1.311,-1.475,-0.839,-0.185,0.491,0.633,0.466,0.359,-0.034,0.071,-0.101,3.534,happiness
31568,./data/happiness/DE-wav/14b09Fc.wav,46.397,0.103,-0.991,-2.006,-0.897,-0.235,-0.16,-0.217,0.018,0.803,0.591,0.517,0.296,2.53,happiness
31585,./data/happiness/DE-wav/12b02Fb.wav,48.721,1.809,-0.876,-0.963,-0.848,0.035,-0.519,-0.234,-0.265,-0.11,-0.201,-0.235,-0.003,3.304,happiness
31612,./data/happiness/DE-wav/16b09Fb.wav,42.901,-1.124,-0.947,-1.785,-0.778,-0.608,0.301,0.751,1.147,0.573,-0.448,-0.054,0.299,3.502,happiness
31620,./data/happiness/DE-wav/10b10Fc.wav,51.497,0.911,-0.143,-1.377,-1.632,0.167,-0.237,0.028,-0.007,0.279,0.2,0.335,0.573,2.212,happiness
31654,./data/happiness/DE-wav/09a04Fd.wav,45.819,-2.194,-1.138,-1.568,-1.268,-0.3,0.632,1.331,1.343,0.015,-0.654,0.006,0.05,1.481,happiness
31669,./data/happiness/DE-wav/08b09Fd.wav,47.993,0.871,-0.678,-1.786,-0.643,-0.217,0.149,0.645,1.018,0.853,-0.071,-0.133,-0.444,2.767,happiness
31679,./data/happiness/DE-wav/14a02Fd.wav,48.326,-0.356,-1.061,-1.508,-0.866,-0.389,-0.075,0.655,0.984,0.918,-0.113,-0.499,-0.053,1.682,happiness
31687,./data/happiness/DE-wav/03a04Fd.wav,46.597,0.067,-0.427,-0.963,-0.471,-0.365,-0.582,-0.113,0.111,0.242,0.13,0.261,0.21,1.697,happiness
31690,./data/happiness/DE-wav/15a04Fd.wav,50.091,-0.267,-0.044,-1.112,-0.899,-0.49,-0.347,0.138,0.337,0.806,0.036,-0.042,-0.319,1.791,happiness
31692,./data/happiness/DE-wav/11b09Fd.wav,47.818,2.046,0.426,-0.951,-0.803,-0.458,-0.403,-0.296,-0.441,-0.235,-0.292,-0.219,-0.001,3.037,happiness
31693,./data/happiness/DE-wav/03a01Fa.wav,47.978,1.262,0.16,-1.199,-0.247,-0.268,-0.302,-0.117,-0.157,0.166,0.047,0.151,0.062,1.898,happiness
31706,./data/happiness/DE-wav/12a01Fb.wav,48.031,0.565,-0.703,-1.187,-0.907,-0.33,-0.679,-0.402,-0.328,-0.22,-0.474,-0.307,-0.213,1.864,happiness
31731,./data/happiness/DE-wav/14a07Fd.wav,45.916,0.639,-0.857,-1.211,-0.491,-0.053,0.403,0.746,-0.042,0.146,0.005,0.45,0.154,2.081,happiness
31735,./data/happiness/DE-wav/13a01Fd.wav,43.136,-1.518,-1.202,-1.294,-0.533,0.598,0.632,1.055,0.604,0.138,-0.272,0.159,0.274,1.881,happiness
31739,./data/happiness/DE-wav/13b10Fa.wav,49.816,0.568,-1.26,-1.684,-1.318,-0.369,0.483,1.079,1.104,0.16,-0.811,-0.183,0.462,2.159,happiness
42982,./data/disgust/DE-wav/14a04Ed.wav,45.988,0.234,-0.017,-1.324,-0.678,-0.093,-0.588,-0.045,0.212,0.802,0.636,0.536,0.234,2.916,disgust
43004,./data/disgust/DE-wav/09b03Ed.wav,47.769,-0.166,-0.57,-1.372,-0.974,-0.368,-0.602,-0.183,0.622,0.958,0.905,0.727,0.204,5.065,disgust
43022,./data/disgust/DE-wav/15a07Eb.wav,50.488,3.29,1.127,-1.148,-0.924,-0.116,-0.333,-0.528,-0.19,-0.055,-0.402,-0.278,-0.118,2.397,disgust
43026,./data/disgust/DE-wav/13a01Ea.wav,50.83,1.12,0.321,-1.763,-0.281,0.054,-0.599,-0.079,0.077,-0.05,0.097,0.495,0.48,1.827,disgust
43032,./data/disgust/DE-wav/16b09Eb.wav,45.942,0.797,-0.303,-2.766,-0.829,-0.435,-0.822,-0.516,-0.128,0.509,0.485,0.78,0.385,5.026,disgust
43042,./data/disgust/DE-wav/14b09Ea.wav,46.732,1.881,0.422,-1.668,-0.442,0.309,-0.235,-0.373,-0.103,0.347,0.302,0.556,0.578,4.244,disgust
43079,./data/disgust/DE-wav/14b01Eb.wav,50.404,1.876,0.491,-1.628,-0.776,-0.129,-0.448,-0.568,-0.355,0.127,0.357,0.622,0.696,3.292,disgust
43090,./data/disgust/DE-wav/16a01Ec.wav,50.815,-1.395,-0.67,-2.356,-0.713,-0.324,-0.436,0.002,0.364,0.799,0.367,0.243,0.024,2.43,disgust
43101,./data/disgust/DE-wav/09a07Eb.wav,48.327,1.042,-0.672,-1.469,-0.025,-0.117,-0.276,-0.106,0.53,0.742,0.713,0.529,0.088,3.346,disgust
43104,./data/disgust/DE-wav/11b01Eb.wav,47.263,2.191,1.176,-0.863,-0.613,-0.307,-0.116,-0.306,-0.372,-0.168,-0.218,-0.107,-0.039,3.054,disgust
43116,./data/disgust/DE-wav/15a05Eb.wav,49.781,1.953,0.631,-1.23,-0.514,-0.019,-0.213,-0.267,-0.093,-0.086,-0.365,-0.274,-0.121,3.994,disgust
43134,./data/disgust/DE-wav/14a02Ea.wav,48.8,0.884,-0.062,-1.597,-0.871,0.268,-0.541,-0.518,-0.07,0.17,0.358,0.524,0.419,2.555,disgust
43138,./data/disgust/DE-wav/11a02Ec.wav,50.689,1.945,0.582,-1.265,-0.801,-0.205,-0.83,-0.414,-0.238,-0.372,-0.346,-0.177,-0.075,1.91,disgust
43177,./data/disgust/DE-wav/13a05Ea.wav,52.332,1.779,0.475,-1.706,0.118,0.315,-0.186,0.07,0.526,0.668,0.514,0.691,0.177,4.196,disgust
43202,./data/disgust/DE-wav/16a04Ea.wav,51.086,-0.135,-0.251,-2.037,-1.297,-0.714,-0.998,-0.796,-0.409,0.376,0.248,0.891,0.704,2.65,disgust
43206,./data/disgust/DE-wav/14b03Ed.wav,51.584,-0.12,-0.638,-1.505,-1.231,-0.237,-0.695,-0.22,0.141,0.973,0.979,0.886,0.201,5.05,disgust
43217,./data/disgust/DE-wav/09a01Ea.wav,46.277,-0.176,-0.079,-0.809,0.159,-0.01,-0.103,0.331,0.813,1.003,0.814,0.552,-0.114,2.621,disgust
43222,./data/disgust/DE-wav/13b09Ec.wav,53.338,2.837,0.047,-2.579,-0.695,-0.437,-0.773,-0.179,-0.248,-0.204,0.157,0.552,0.828,2.69,disgust
43251,./data/disgust/DE-wav/14a01Ea.wav,50.137,0.16,0.225,-1.315,-0.226,0.337,-0.648,-0.151,-0.011,0.303,0.357,0.622,0.412,3.142,disgust
43259,./data/disgust/DE-wav/16b02Eb.wav,51.904,0.154,-0.347,-2.181,-1.193,-0.673,-0.93,-0.306,0.238,0.854,0.472,0.643,0.287,4.189,disgust
43276,./data/disgust/DE-wav/09b09Ea.wav,47.083,1.666,-0.227,-1.815,-0.347,-0.369,-0.403,-0.318,0.397,0.556,0.559,0.559,0.368,3.794,disgust
43287,./data/disgust/DE-wav/16b03Ea.wav,48.757,0.073,-0.136,-1.914,-0.961,-0.495,-1.075,-0.479,-0.1,0.485,0.3,0.605,0.298,5.964,disgust
43297,./data/disgust/DE-wav/14b10Eb.wav,49.862,2.451,0.327,-1.747,-0.882,0.067,-0.403,-0.499,-0.218,0.234,0.021,0.576,0.633,3.679,disgust
43304,./data/disgust/DE-wav/09a02Eb.wav,48.037,-0.41,-1.124,-2.452,-0.943,-0.366,-0.776,-0.326,0.578,0.827,1.052,0.927,0.275,1.524,disgust
43349,./data/disgust/DE-wav/16a02Ec.wav,50.052,-0.1,0.174,-2.044,-1.152,-0.44,-0.589,-0.135,0.301,0.571,0.31,0.38,0.194,2.488,disgust
43354,./data/disgust/DE-wav/16a05Ea.wav,44.687,-0.427,-0.184,-2.28,-0.598,-0.38,-0.541,-0.113,0.435,0.837,0.324,0.517,0.188,5.489,disgust
43366,./data/disgust/DE-wav/13a01Ec.wav,51.719,1.378,0.466,-1.362,0.317,0.137,-0.166,0.345,0.532,0.432,0.646,0.637,0.215,2.328,disgust
43383,./data/disgust/DE-wav/12a02Ec.wav,46.877,3.301,0.87,-0.316,-0.359,0.099,0.011,-0.058,-0.051,0.152,-0.152,-0.177,-0.126,3.295,disgust
43388,./data/disgust/DE-wav/09a02Ea.wav,48.34,-1.116,-0.796,-1.458,-0.715,0.079,-0.07,0.364,1.016,0.953,0.155,-0.079,-0.117,2.435,disgust
43397,./data/disgust/DE-wav/16b01Eb.wav,48.876,0.727,-0.091,-2.732,-0.691,-0.536,-0.259,-0.388,0.139,0.254,0.268,0.574,0.533,3.422,disgust
43398,./data/disgust/DE-wav/14a07Eb.wav,50.541,2.073,0.222,-2.107,-0.692,-0.112,-0.683,-0.399,-0.045,0.521,0.419,0.784,0.611,3.437,disgust
43402,./data/disgust/DE-wav/16a07Ea.wav,50.364,0.842,-0.159,-2.8,-1.332,-0.943,-1.045,-0.517,-0.097,0.673,0.446,0.818,0.593,2.996,disgust
43416,./data/disgust/DE-wav/13b10Ec.wav,51.118,1.511,-0.536,-2.631,-0.711,-0.195,-0.293,-0.328,0.442,0.355,0.385,0.768,0.473,2.848,disgust
43418,./data/disgust/DE-wav/09a05Ed.wav,47.616,0.799,-0.57,-1.186,-0.19,-0.201,-0.207,-0.045,0.718,0.7,0.596,0.484,0.211,5.158,disgust
43427,./data/disgust/DE-wav/16a02Ea.wav,46.427,-0.941,-0.309,-2.09,-0.904,-0.192,-0.243,0.323,0.74,0.826,0.051,-0.028,-0.062,2.948,disgust
43429,./data/disgust/DE-wav/10b01Ea.wav,50.875,1.607,1.22,-2.238,-0.462,-0.05,-0.899,-0.388,-0.163,-0.362,-0.452,-0.169,-0.117,2.39,disgust
43437,./data/disgust/DE-wav/09b01Ea.wav,46.66,0.005,-1.053,-1.916,-0.168,-0.209,0.052,0.252,0.925,0.854,0.572,-0.066,-0.33,3.732,disgust
43453,./data/disgust/DE-wav/16b10Eb.wav,49.329,0.707,-0.309,-2.755,-1.3,-0.733,-0.71,-0.416,0.156,0.827,0.625,0.813,0.232,3.224,disgust
43464,./data/disgust/DE-wav/13b03Ed.wav,49.904,2.166,0.517,-1.427,-0.743,-0.031,-0.63,-0.083,-0.201,0.007,0.005,0.478,0.664,4.518,disgust
43468,./data/disgust/DE-wav/13b01Ec.wav,53.084,1.787,0.528,-1.556,-0.861,-0.442,-0.165,-0.352,0.157,0.274,0.508,0.55,0.552,3.092,disgust
43502,./data/disgust/DE-wav/15a01Ea.wav,50.871,0.823,0.787,-1.153,-0.27,-0.06,-0.294,-0.268,-0.099,0.099,-0.38,-0.259,-0.15,2.552,disgust
43518,./data/disgust/DE-wav/13a02Ec.wav,52.105,1.737,0.683,-1.753,-0.111,0.201,-0.123,0.026,0.582,0.602,0.73,0.938,0.543,2.136,disgust
43531,./data/disgust/DE-wav/15b01Ec.wav,51.695,1.63,1.034,-1.81,-0.676,-0.491,-0.013,-0.459,-0.281,0.084,-0.151,-0.029,0.026,2.971,disgust
43539,./data/disgust/DE-wav/03b10Ec.wav,52.915,1.918,-0.042,-2.416,-0.632,-0.731,-0.748,-0.362,-0.296,-0.377,-0.478,-0.233,-0.134,3.202,disgust
43554,./data/disgust/DE-wav/12b02Ea.wav,46.938,1.793,-0.038,-0.35,-0.594,0.053,-0.028,-0.114,0.063,0.08,-0.176,0.001,0.194,5.567,disgust
43592,./data/disgust/DE-wav/15a02Ea.wav,51.21,2.626,1.4,-0.956,-0.488,-0.175,-0.495,-0.467,-0.122,-0.011,-0.357,-0.237,-0.322,2.45,disgust
